Player,Squad,Comp,Pos,Age,Min,90s,OffScore_abs,OffBand,MidScore_abs,MidBand,DefScore_abs,DefBand,RawScore,MainScore,MainBand
Jean-Eudes Aholou,Strasbourg,fr Ligue 1,MF,28,1300,14.4,,,510.0536312760039,Top Starter,,,510.0536312760039,540.8,Top Starter
Joseph Aidoo,Celta Vigo,es La Liga,DF,26,3119,34.7,,,,,551.6703514814855,Top Starter,551.6703514814855,457.2,Top Starter
Ola Aina,Torino,it Serie A,DF,25,876,9.7,,,,,582.1432848145716,Top Starter,582.1432848145716,506.3,Top Starter
Rayan Aït-Nouri,Wolves,eng Premier League,DF,21,1076,12.0,,,,,497.92244128889723,Top Starter,497.92244128889723,267.0,Solid Squad Player
Emanuel Aiwum,Cremonese,it Serie A,DF,21,1653,18.4,,,,,722.7069726812366,Top Starter,722.7069726812366,901.8,Exceptional
Kristoffer Ajer,Brentford,eng Premier League,DF,24,763,8.5,,,,,461.6354710859418,Top Starter,461.6354710859418,168.8,Below Big-5 Level
Ludovic Ajorque,Strasbourg,fr Ligue 1,FW,28,771,8.6,176.37731625419724,Below Big-5 Level,,,,,176.37731625419724,21.1,Below Big-5 Level
Ludovic Ajorque,Mainz 05,de Bundesliga,FW,28,1211,13.5,501.407141190423,Top Starter,,,,,501.407141190423,695.6,Top Starter
Manuel Akanji,Manchester City,eng Premier League,DF,27,2287,25.4,,,,,495.20400282867894,Top Starter,495.20400282867894,258.2,Solid Squad Player
Nathan Aké,Manchester City,eng Premier League,DF,27,1873,20.8,,,,,498.4016669534101,Top Starter,498.4016669534101,268.3,Solid Squad Player
Sergio Akieme,Almería,es La Liga,DF,24,2297,25.5,,,,,342.64391270930844,Solid Squad Player,342.64391270930844,27.7,Below Big-5 Level
Babatunde Akinsola,Valladolid,es La Liga,FW,19,11,0.1,,,,,,,,,Below Big-5 Level
Maghnes Akliouche,Monaco,fr Ligue 1,Off_MF,20,402,4.5,,,,,,,,,Below Big-5 Level
Paul Akouokou,Betis,es La Liga,Def_MF,24,447,5.0,,,,,832.6791257522966,World Class,832.6791257522966,941.2,Exceptional
Jean-Daniel Akpa-Akpro,Empoli,it Serie A,MF,29,1356,15.1,,,386.12461271463184,Solid Squad Player,,,386.12461271463184,298.5,Solid Squad Player
Kevin Akpoguma,Hoffenheim,de Bundesliga,DF,27,1950,21.7,,,,,764.1637119826285,World Class,764.1637119826285,962.2,Exceptional
David Alaba,Real Madrid,es La Liga,DF,30,1838,20.4,,,,,408.6890315307115,Top Starter,408.6890315307115,81.9,Below Big-5 Level
Ángel Alarcón,Barcelona,es La Liga,FW,18,25,0.3,,,,,,,,,Below Big-5 Level
Tomás Alarcón,Cádiz,es La Liga,MF,23,223,2.5,,,,,,,,,Below Big-5 Level
Lucas Alario,Eint Frankfurt,de Bundesliga,FW,29,331,3.7,,,,,,,,,Below Big-5 Level
Jordi Alba,Barcelona,es La Liga,DF,33,1419,15.8,,,,,483.90456950159273,Top Starter,483.90456950159273,224.2,Solid Squad Player
Luis Alberto,Lazio,it Serie A,MF,29,2442,27.1,,,895.9044414091081,World Class,,,895.9044414091081,1000.0,Exceptional
Raúl Albiol,Villarreal,es La Liga,DF,36,2119,23.5,,,,,513.3575716039604,Top Starter,513.3575716039604,321.2,Solid Squad Player
Marc Albrighton,Leicester City,eng Premier League,FW,32,237,2.6,,,,,,,,,Below Big-5 Level
Thiago Alcántara,Liverpool,eng Premier League,MF,31,1254,13.9,,,516.3753950400052,Top Starter,,,516.3753950400052,637.8,Top Starter
Carlos Alcaraz,Southampton,eng Premier League,MF,19,1029,11.4,,,447.96154603498036,Top Starter,,,447.96154603498036,471.9,Top Starter
Rubén Alcaraz,Cádiz,es La Liga,MF,31,2043,22.7,,,378.97353176836543,Solid Squad Player,,,378.97353176836543,316.3,Solid Squad Player
Omar Alderete,Getafe,es La Liga,DF,25,2047,22.7,,,,,544.9685672493123,Top Starter,544.9685672493123,432.0,Top Starter
Iván Alejo,Cádiz,es La Liga,Off_MF,27,1311,14.6,251.66209469951806,Solid Squad Player,,,,,251.66209469951806,102.3,Below Big-5 Level
Carles Aleñá,Getafe,es La Liga,MF,24,2119,23.5,,,361.33834080491073,Solid Squad Player,,,361.33834080491073,260.2,Solid Squad Player
Trent Alexander-Arnold,Liverpool,eng Premier League,DF,23,2923,32.5,,,,,579.6666442593117,Top Starter,579.6666442593117,570.5,Top Starter
Alejandro Alfaro,Elche,es La Liga,Off_MF,20,15,0.2,,,,,,,,,Below Big-5 Level
Ángel Algobia,Getafe,es La Liga,MF,23,1138,12.6,,,238.45275732125208,Solid Squad Player,,,238.45275732125208,35.7,Below Big-5 Level
Mohamed Ali Cho,Real Sociedad,es La Liga,FW,18,587,6.5,446.9629798636705,Top Starter,,,,,446.9629798636705,630.0,Top Starter
Faride Alidou,Eint Frankfurt,de Bundesliga,DF,21,182,2.0,,,,,,,,,Below Big-5 Level
Jim Allevinah,Clermont Foot,fr Ligue 1,DF,27,2244,24.9,,,,,416.5272351643215,Top Starter,416.5272351643215,60.5,Below Big-5 Level
Dele Alli,Everton,eng Premier League,Off_MF,26,40,0.4,,,,,,,,,Below Big-5 Level
Domingos André Ribeiro Almeida,Valencia,es La Liga,Off_MF,22,2539,28.2,370.1106979546189,Solid Squad Player,,,,,370.1106979546189,320.9,Solid Squad Player
Miguel Almirón,Newcastle Utd,eng Premier League,FW,28,2491,27.7,494.9183831335591,Top Starter,,,,,494.9183831335591,716.7,Top Starter
Marcos Alonso,Barcelona,es La Liga,DF,31,1172,13.0,,,,,542.1710904333196,Top Starter,542.1710904333196,414.4,Top Starter
Mickaël Alphonse,Ajaccio,fr Ligue 1,DF,33,1361,15.1,,,,,684.3195461012398,Top Starter,684.3195461012398,770.8,World Class
Agustín Álvarez,Sassuolo,it Serie A,FW,21,368,4.1,,,,,,,,,Below Big-5 Level
Éder Álvarez Balanta,Schalke 04,de Bundesliga,MF,29,238,2.6,,,,,,,,,Below Big-5 Level
Carlos Álvarez,Sevilla,es La Liga,Off_MF,18,10,0.1,,,,,,,,,Below Big-5 Level
Gastón Álvarez,Getafe,es La Liga,DF,22,1501,16.7,,,,,548.4954160756954,Top Starter,548.4954160756954,443.3,Top Starter
Julián Álvarez,Manchester City,eng Premier League,FW,22,1465,16.3,535.0104604886272,Top Starter,,,,,535.0104604886272,780.1,World Class
Yeray Álvarez,Athletic Club,es La Liga,DF,27,2332,25.9,,,,,662.1963662852753,Top Starter,662.1963662852753,833.8,World Class
Ibrahim Amadou,Angers,fr Ligue 1,DF,29,424,4.7,,,,,,,,,Below Big-5 Level
Selim Amallah,Valladolid,es La Liga,Off_MF,25,267,3.0,,,,,,,,,Below Big-5 Level
Daniel Amartey,Leicester City,eng Premier League,DF,27,1610,17.9,,,,,492.39452188360946,Top Starter,492.39452188360946,243.1,Solid Squad Player
Amath,Mallorca,es La Liga,Off_MF,26,1227,13.6,241.533216475687,Solid Squad Player,,,,,241.533216475687,83.7,Below Big-5 Level
Jordan Amavi,Getafe,es La Liga,DF,28,200,2.2,,,,,,,,,Below Big-5 Level
Lukáš Ambros,Wolfsburg,de Bundesliga,Def_MF,18,17,0.2,,,,,,,,,Below Big-5 Level
Kelvin Amian,Spezia,it Serie A,DF,24,2372,26.4,,,,,548.4492002080661,Top Starter,548.4492002080661,381.6,Solid Squad Player
Bruno Amione,Hellas Verona,it Serie A,DF,20,58,0.6,,,,,,,,,Below Big-5 Level
Bruno Amione,Sampdoria,it Serie A,DF,20,2086,23.2,,,,,596.9617239296132,Top Starter,596.9617239296132,569.3,Top Starter
Nadiem Amiri,Leverkusen,de Bundesliga,MF,25,977,10.9,,,589.6916968632821,Top Starter,,,589.6916968632821,770.4,World Class
Ethan Ampadu,Spezia,it Serie A,DF,21,2639,29.3,,,,,690.8279395886705,Top Starter,690.8279395886705,850.1,World Class
Sofyan Amrabat,Fiorentina,it Serie A,MF,25,1998,22.2,,,437.91508396255557,Top Starter,,,437.91508396255557,408.2,Top Starter
Ayoub Amraoui,Nice,fr Ligue 1,DF,18,294,3.3,,,,,,,,,Below Big-5 Level
Joachim Andersen,Crystal Palace,eng Premier League,DF,26,2782,30.9,,,,,574.0268360914632,Top Starter,574.0268360914632,552.9,Top Starter
Elliot Anderson,Newcastle Utd,eng Premier League,Off_MF,19,410,4.6,,,,,,,,,Below Big-5 Level
Felipe Anderson,Lazio,it Serie A,FW,29,2958,32.9,391.6636412354745,Solid Squad Player,,,,,391.6636412354745,439.7,Top Starter
Benjamin André,Lille,fr Ligue 1,MF,31,2916,32.4,,,500.7720829190557,Top Starter,,,500.7720829190557,517.9,Top Starter
Marcos André,Valencia,es La Liga,FW,25,447,5.0,272.5599890305773,Solid Squad Player,,,,,272.5599890305773,162.8,Below Big-5 Level
Komnen Andrić,Clermont Foot,fr Ligue 1,FW,27,1446,16.1,337.21497912506123,Solid Squad Player,,,,,337.21497912506123,260.0,Solid Squad Player
Robert Andrich,Leverkusen,de Bundesliga,Def_MF,27,2406,26.7,,,,,714.6063263492699,Top Starter,714.6063263492699,558.8,Top Starter
Angeliño,Hoffenheim,de Bundesliga,DF,25,2617,29.1,,,,,456.43631993320173,Top Starter,456.43631993320173,133.5,Below Big-5 Level
Fabrizio Angileri,Getafe,es La Liga,DF,28,585,6.5,,,,,535.1678669555056,Top Starter,535.1678669555056,387.9,Solid Squad Player
Jaidon Anthony,Bournemouth,eng Premier League,Off_MF,22,1257,14.0,368.512426506315,Solid Squad Player,,,,,368.512426506315,307.0,Solid Squad Player
Janis Antiste,Sassuolo,it Serie A,FW,19,52,0.6,,,,,,,,,Below Big-5 Level
Waldemar Anton,Stuttgart,de Bundesliga,DF,26,2934,32.6,,,,,610.7381688957371,Top Starter,610.7381688957371,617.1,Top Starter
Josep Antoni Gayá,Mallorca,es La Liga,DF,22,98,1.1,,,,,,,,,Below Big-5 Level
José Antonio,Cádiz,es La Liga,Off_MF,18,46,0.5,,,,,,,,,Below Big-5 Level
Marcos Antônio,Lazio,it Serie A,MF,22,594,6.6,,,470.3709622789743,Top Starter,,,470.3709622789743,497.4,Top Starter
Michail Antonio,West Ham,eng Premier League,FW,32,1829,20.3,393.7568338924163,Solid Squad Player,,,,,393.7568338924163,477.8,Top Starter
Antony,Manchester Utd,eng Premier League,FW,22,1802,20.0,432.3099655762195,Top Starter,,,,,432.3099655762195,594.1,Top Starter
Valentin Antov,Monza,it Serie A,DF,21,306,3.4,,,,,,,,,Below Big-5 Level
Christopher Antwi-Adjei,Bochum,de Bundesliga,FW,28,1981,22.0,357.3044497017196,Solid Squad Player,,,,,357.3044497017196,348.8,Solid Squad Player
Anuar,Valladolid,es La Liga,MF,27,210,2.3,,,,,,,,,Below Big-5 Level
Houssem Aouar,Lyon,fr Ligue 1,MF,24,526,5.8,,,755.8311007008562,World Class,,,755.8311007008562,923.5,Exceptional
Adil Aouchiche,Lorient,fr Ligue 1,MF,20,250,2.8,,,,,,,,,Below Big-5 Level
Dennis Appiah,Nantes,fr Ligue 1,DF,30,795,8.8,,,,,597.9375450242615,Top Starter,597.9375450242615,478.6,Top Starter
Stredair Appuah,Nantes,fr Ligue 1,DF,18,66,0.7,,,,,,,,,Below Big-5 Level
Mauro Arambarri,Getafe,es La Liga,MF,26,992,11.0,,,473.52086497484754,Top Starter,,,473.52086497484754,535.7,Top Starter
Charles Aránguiz,Leverkusen,de Bundesliga,MF,33,493,5.5,,,395.05807400009485,Solid Squad Player,,,395.05807400009485,329.1,Solid Squad Player
Ronald Araújo,Barcelona,es La Liga,DF,23,1800,20.0,,,,,452.7337118123422,Top Starter,452.7337118123422,152.4,Below Big-5 Level
Cameron Archer,Aston Villa,eng Premier League,FW,21,49,0.5,,,,,,,,,Below Big-5 Level
Taïryk Arconte,Brest,fr Ligue 1,FW,18,128,1.4,,,,,,,,,Below Big-5 Level
Adu Ares,Athletic Club,es La Liga,FW,20,84,0.9,,,,,,,,,Below Big-5 Level
Joe Aribo,Southampton,eng Premier League,Off_MF,26,1224,13.6,236.95183436244182,Solid Squad Player,,,,,236.95183436244182,74.4,Below Big-5 Level
Adam Armstrong,Southampton,eng Premier League,FW,25,1335,14.8,235.96062856898763,Solid Squad Player,,,,,235.96062856898763,95.1,Below Big-5 Level
Stuart Armstrong,Southampton,eng Premier League,Off_MF,30,1408,15.6,383.2935090550019,Solid Squad Player,,,,,383.2935090550019,344.2,Solid Squad Player
Marko Arnautović,Bologna,it Serie A,FW,33,1530,17.0,446.0800445229511,Top Starter,,,,,446.0800445229511,596.2,Top Starter
Maximilian Arnold,Wolfsburg,de Bundesliga,MF,28,2767,30.7,,,571.0262266080078,Top Starter,,,571.0262266080078,734.7,Top Starter
Sergio Arribas,Real Madrid,es La Liga,Off_MF,20,19,0.2,,,,,,,,,Below Big-5 Level
Roberto Arroyo,Valladolid,es La Liga,Off_MF,18,15,0.2,,,,,,,,,Below Big-5 Level
Tolgay Arslan,Udinese,it Serie A,MF,31,1211,13.5,,,509.13773567758204,Top Starter,,,509.13773567758204,602.0,Top Starter
Ricard Artero,Girona,es La Liga,MF,19,133,1.5,,,,,,,,,Below Big-5 Level
Santiago Arzamendia,Cádiz,es La Liga,DF,24,483,5.4,,,,,563.2515728910467,Top Starter,563.2515728910467,498.7,Top Starter
Takuma Asano,Bochum,de Bundesliga,FW,27,1713,19.0,355.58536569616894,Solid Squad Player,,,,,355.58536569616894,342.5,Solid Squad Player
Santiago Ascacíbar,Cremonese,it Serie A,MF,25,727,8.1,,,386.55424655214443,Solid Squad Player,,,386.55424655214443,303.6,Solid Squad Player
Marco Asensio,Real Madrid,es La Liga,FW,26,1442,16.0,829.8753491090952,World Class,,,,,829.8753491090952,997.9,Exceptional
Kristoffer Askildsen,Lecce,it Serie A,MF,21,728,8.1,,,302.89487894923053,Solid Squad Player,,,302.89487894923053,112.2,Below Big-5 Level
Fisnik Asllani,Hoffenheim,de Bundesliga,FW,19,167,1.9,,,,,,,,,Below Big-5 Level
Kristjan Asllani,Inter,it Serie A,MF,20,592,6.6,,,476.5368671767021,Top Starter,,,476.5368671767021,515.3,Top Starter
Iago Aspas,Celta Vigo,es La Liga,FW,34,2868,31.9,520.1269451422309,Top Starter,,,,,520.1269451422309,754.8,World Class
Lorenz Assignon,Rennes,fr Ligue 1,DF,22,261,2.9,,,,,,,,,Below Big-5 Level
Youcef Atal,Nice,fr Ligue 1,DF,26,779,8.7,,,,,691.8963150374947,Top Starter,691.8963150374947,797.2,World Class
Valentin Atangana Edoa,Reims,fr Ligue 1,Off_MF,16,174,1.9,,,,,,,,,Below Big-5 Level
Pierre-Emerick Aubameyang,Chelsea,eng Premier League,FW,33,554,6.2,234.4979498679688,Solid Squad Player,,,,,234.4979498679688,88.8,Below Big-5 Level
Pierre-Emerick Aubameyang,Barcelona,es La Liga,FW,33,9,0.1,,,,,,,,,Below Big-5 Level
Tommaso Augello,Sampdoria,it Serie A,DF,27,3061,34.0,,,,,310.4122357682762,Solid Squad Player,310.4122357682762,10.1,Below Big-5 Level
Ludwig Augustinsson,Aston Villa,eng Premier League,DF,28,77,0.9,,,,,,,,,Below Big-5 Level
Ludwig Augustinsson,Mallorca,es La Liga,DF,28,132,1.5,,,,,,,,,Below Big-5 Level
Carlos Augusto,Monza,it Serie A,DF,23,3083,34.3,,,,,446.21655862803533,Top Starter,446.21655862803533,113.4,Below Big-5 Level
Serge Aurier,Nott'ham Forest,eng Premier League,DF,29,1943,21.6,,,,,737.9158606665482,Top Starter,737.9158606665482,959.7,Exceptional
Mathias Autret,Auxerre,fr Ligue 1,MF,31,1290,14.3,,,641.584531803415,Top Starter,,,641.584531803415,811.2,World Class
Ezequiel Ávila,Osasuna,es La Liga,FW,28,1709,19.0,403.2957455883968,Top Starter,,,,,403.2957455883968,507.4,Top Starter
Cédric Avinel,Ajaccio,fr Ligue 1,DF,35,1794,19.9,,,,,412.1852311355589,Top Starter,412.1852311355589,55.4,Below Big-5 Level
Taiwo Awoniyi,Nott'ham Forest,eng Premier League,FW,24,1404,15.6,616.2307533169643,Top Starter,,,,,616.2307533169643,862.6,World Class
Yasin Ayari,Brighton,eng Premier League,MF,18,67,0.7,,,,,,,,,Below Big-5 Level
Mehmet Aydin,Schalke 04,de Bundesliga,DF,20,567,6.3,,,,,742.8651060058829,Top Starter,742.8651060058829,938.3,Exceptional
André Ayew,Nott'ham Forest,eng Premier League,FW,32,316,3.5,,,,,,,,,Below Big-5 Level
Jordan Ayew,Crystal Palace,eng Premier League,FW,30,2714,30.2,260.30209666904153,Solid Squad Player,,,,,260.30209666904153,145.9,Below Big-5 Level
Kaan Ayhan,Sassuolo,it Serie A,DF,27,545,6.1,,,,,495.1393552818097,Top Starter,495.1393552818097,207.8,Solid Squad Player
Luke Ayling,Leeds United,eng Premier League,DF,30,2054,22.8,,,,,637.5093715040028,Top Starter,637.5093715040028,773.3,World Class
Sardar Azmoun,Leverkusen,de Bundesliga,FW,27,927,10.3,524.15424006094,Top Starter,,,,,524.15424006094,740.0,Top Starter
César Azpilicueta,Chelsea,eng Premier League,DF,32,1527,17.0,,,,,662.8553564526545,Top Starter,662.8553564526545,836.3,World Class
Iddrisu Baba,Mallorca,es La Liga,Def_MF,26,1705,18.9,,,,,438.7962083084035,Top Starter,438.7962083084035,88.2,Below Big-5 Level
Srđan Babić,Almería,es La Liga,DF,26,2998,33.3,,,,,458.6062349506924,Top Starter,458.6062349506924,162.5,Below Big-5 Level
Loïc Bade,Sevilla,es La Liga,DF,22,1449,16.1,,,,,688.6158506621646,Top Starter,688.6158506621646,884.1,World Class
Loïc Bade,Rennes,fr Ligue 1,DF,22,90,1.0,,,,,,,,,Below Big-5 Level
Benoît Badiashile,Chelsea,eng Premier League,DF,21,905,10.1,,,,,629.9495168449384,Top Starter,629.9495168449384,753.1,World Class
Benoît Badiashile,Monaco,fr Ligue 1,DF,21,839,9.3,,,,,669.4760712723514,Top Starter,669.4760712723514,735.5,Top Starter
Alex Baena,Villarreal,es La Liga,Off_MF,21,1947,21.6,542.9480510756977,Top Starter,,,,,542.9480510756977,734.9,Top Starter
Jaime Báez,Cremonese,it Serie A,DF,27,96,1.1,,,,,,,,,Below Big-5 Level
Leon Bailey,Aston Villa,eng Premier League,FW,24,1967,21.9,403.27225116656393,Top Starter,,,,,403.27225116656393,505.3,Top Starter
Eric Bailly,Marseille,fr Ligue 1,DF,28,543,6.0,,,,,788.140784508427,World Class,788.140784508427,957.2,Exceptional
Dénys Bain,Auxerre,fr Ligue 1,DF,29,126,1.4,,,,,,,,,Below Big-5 Level
Brandon Baiye,Clermont Foot,fr Ligue 1,MF,21,51,0.6,,,,,,,,,Below Big-5 Level
Stefan Bajcetic,Liverpool,eng Premier League,MF,17,526,5.8,,,431.8731084461842,Top Starter,,,431.8731084461842,433.7,Top Starter
Nedim Bajrami,Empoli,it Serie A,Off_MF,23,940,10.4,326.27929388416635,Solid Squad Player,,,,,326.27929388416635,195.3,Below Big-5 Level
Nedim Bajrami,Sassuolo,it Serie A,FW,23,819,9.1,296.6799414763216,Solid Squad Player,,,,,296.6799414763216,196.6,Below Big-5 Level
Cédric Bakambu,Marseille,fr Ligue 1,Off_MF,31,59,0.7,,,,,,,,,Below Big-5 Level
Tiemoué Bakayoko,Milan,it Serie A,Def_MF,27,41,0.5,,,,,,,,,Below Big-5 Level
Mitchel Bakker,Leverkusen,de Bundesliga,DF,22,1659,18.4,,,,,365.8368730247962,Solid Squad Player,365.8368730247962,36.5,Below Big-5 Level
Ridle Baku,Wolfsburg,de Bundesliga,DF,24,2580,28.7,,,,,496.4098066018481,Top Starter,496.4098066018481,214.1,Solid Squad Player
Tommaso Baldanzi,Empoli,it Serie A,Off_MF,19,1772,19.7,335.63472736744126,Solid Squad Player,,,,,335.63472736744126,227.9,Solid Squad Player
Alejandro Balde,Barcelona,es La Liga,DF,18,2471,27.5,,,,,381.3000307262264,Solid Squad Player,381.3000307262264,51.6,Below Big-5 Level
Thierno Balde,Troyes,fr Ligue 1,DF,20,2153,23.9,,,,,370.82309635620567,Solid Squad Player,370.82309635620567,29.0,Below Big-5 Level
Carlos Baleba,Lille,fr Ligue 1,MF,18,478,5.3,,,378.78240308931356,Solid Squad Player,,,378.78240308931356,232.1,Solid Squad Player
Mikel Balenziaga,Athletic Club,es La Liga,DF,34,115,1.3,,,,,,,,,Below Big-5 Level
Leonardo Balerdi,Marseille,fr Ligue 1,DF,23,2639,29.3,,,,,744.809199411067,Top Starter,744.809199411067,890.4,World Class
Dominic Ballard,Southampton,eng Premier League,FW,17,26,0.3,,,,,,,,,Below Big-5 Level
Iván Balliu,Rayo Vallecano,es La Liga,DF,30,3232,35.9,,,,,391.7362642535054,Solid Squad Player,391.7362642535054,64.2,Below Big-5 Level
Fodé Ballo-Touré,Milan,it Serie A,DF,25,523,5.8,,,,,521.5302970289958,Top Starter,521.5302970289958,296.0,Solid Squad Player
Folarin Balogun,Reims,fr Ligue 1,FW,21,2999,33.3,594.7239365196023,Top Starter,,,,,594.7239365196023,801.3,World Class
Abdoulaye Bamba,Angers,fr Ligue 1,DF,32,1364,15.2,,,,,439.73427959347293,Top Starter,439.73427959347293,83.1,Below Big-5 Level
Jonathan Bamba,Lille,fr Ligue 1,FW,26,2783,30.9,470.2517000001145,Top Starter,,,,,470.2517000001145,613.1,Top Starter
Patrick Bamford,Leeds United,eng Premier League,FW,28,1515,16.8,391.819223088573,Solid Squad Player,,,,,391.819223088573,475.7,Top Starter
Lameck Banda,Lecce,it Serie A,FW,21,1636,18.2,250.6668730174327,Solid Squad Player,,,,,250.6668730174327,118.4,Below Big-5 Level
Filippo Bandinelli,Empoli,it Serie A,MF,27,2263,25.1,,,449.73550173530435,Top Starter,,,449.73550173530435,443.9,Top Starter
Léo Baptistão,Almería,es La Liga,FW,29,1726,19.2,358.45135310595845,Solid Squad Player,,,,,358.45135310595845,391.1,Solid Squad Player
Shandon Baptiste,Brentford,eng Premier League,MF,24,618,6.9,,,622.9359875503367,Top Starter,,,622.9359875503367,857.1,World Class
Antonín Barák,Hellas Verona,it Serie A,Off_MF,27,25,0.3,,,,,,,,,Below Big-5 Level
Antonín Barák,Fiorentina,it Serie A,Off_MF,27,1799,20.0,268.44521811331236,Solid Squad Player,,,,,268.44521811331236,111.6,Below Big-5 Level
Andrea Barberis,Monza,it Serie A,MF,28,338,3.8,,,,,,,,,Below Big-5 Level
Tommaso Barbieri,Juventus,it Serie A,DF,19,109,1.2,,,,,,,,,Below Big-5 Level
Bradley Barcola,Lyon,fr Ligue 1,FW,19,1440,16.0,568.0513420403126,Top Starter,,,,,568.0513420403126,767.4,World Class
